id,label,diameter,weight,red,green,blue
3305,grapefruit,14.06,238.21,165,61,18
3306,grapefruit,14.07,238.31,148,70,7
3307,grapefruit,14.09,238.54,151,49,22
3308,grapefruit,14.09,238.76,152,78,43
3309,grapefruit,14.11,239.12,156,70,17
3310,grapefruit,14.13,239.52,149,67,14
3311,grapefruit,14.16,239.84,144,70,8
3312,grapefruit,14.19,240.19,159,66,14
3313,grapefruit,14.2,240.37,140,64,23
3314,grapefruit,14.22,240.56,145,65,21
3315,grapefruit,14.26,240.75,156,55,2
3316,grapefruit,14.29,240.98,140,67,5
3317,grapefruit,14.31,241.33,146,69,29
3318,grapefruit,14.32,241.77,157,72,16
3319,grapefruit,14.34,242.12,148,71,15
3320,grapefruit,14.35,242.4,134,65,24
3321,grapefruit,14.36,242.65,140,72,2
3322,grapefruit,14.38,242.7,139,60,14
3323,grapefruit,14.5,242.85,137,38,18
3324,grapefruit,14.56,243.24,156,76,8
3325,grapefruit,14.59,243.93,146,78,23
3326,grapefruit,14.61,244.5,145,69,16
3327,grapefruit,14.63,244.69,146,59,13
3328,grapefruit,14.71,245.66,163,69,22
3329,grapefruit,14.83,247.93,154,80,13
3330,grapefruit,14.88,249.58,159,67,11
3331,grapefruit,14.91,250.68,158,73,15
3332,grapefruit,14.96,252.28,152,58,9
3333,grapefruit,15.41,254.67,148,68,7
3334,grapefruit,16.45,261.51,152,74,2
